분류,단원,단어,뜻
표제어,Day 62,interfere in,~을 간섭하다
표제어,Day 62,interfere with,~을 방해하다
표제어,Day 62,result in,"~로 끝나다, 초래하다"
표제어,Day 62,result from,"~에서 기인하다, 비롯되다"
표제어,Day 62,provide for,(생계를) 부양하다; 대비하다
표제어,Day 62,provide A with B,A에게 B를 제공하다
표제어,Day 62,consist of,"~으로 구성되다, 이루어져 있다"
표제어,Day 62,consist in,"~에 있다, 존재하다"
표제어,Day 63,vulnerable,"상처받기 쉬운; 취약한, 저항력이 없는"
파생어,Day 63,invulnerable,손상되지 않는
파생어,Day 63,vulnerability,상처를 받기 쉬움
표제어,Day 63,equate,동등하다고 생각하다
파생어,Day 63,equation,"방정식, 등식; 동일시"
표제어,Day 63,deteriorate,악화되다
파생어,Day 63,deterioration,"악화, 저하"
표제어,Day 63,abbreviation,"생략, 단축; 약어, 약자"
파생어,Day 63,abbreviate,(어구를) 단축[생략]하다
표제어,Day 63,incur,초래하다; (빚 등을) 지다
표제어,Day 63,bureaucracy,"관료 제도, 관료 정치; 관료주의"
표제어,Day 63,bureaucrat,관료
표제어,Day 63,amplify,증폭시키다
파생어,Day 63,ample,충분한
표제어,Day 63,mount,(조직하여) 시작하다; 올라가다; 증가하다; 산 ((M~))
표제어,Day 63,static,정적인; 잡음; 정전기
표제어,Day 63,alleviate,"완화시키다, 경감하다"
표제어,Day 63,ambiguity,"모호함, 불명료"
파생어,Day 63,ambiguous,"두 가지 이상의 뜻이 있는, (의미가) 애매한"
표제어,Day 63,reservoir,"저수지, 저장소"
표제어,Day 63,biannual,"한 해 두 번의, 반년마다의"
표제어,Day 63,cherish,"소중히 하다, 자상히 돌보다"
표제어,Day 63,soluble,"녹는, 용해할 수 있는; 해결할 수 있는"
표제어,Day 63,catastrophic,"대이변의, 큰 재앙의, 비극적인"
파생어,Day 63,catastrophe,대참사[재해]
표제어,Day 63,browse,띄엄띄엄 읽다; 방목하다; 검색하다
파생어,Day 63,browser,[컴퓨터] 브라우저; 구경만 하는 손님
표제어,Day 63,abhorrent,"몹시 싫은, 딱 질색인"
파생어,Day 63,abhor,"혐오하다, 몹시 싫어하다"
파생어,Day 63,abhorrence,"혐오, 질색"
표제어,Day 63,textile,직물
표제어,Day 63,recess,"휴식, 휴업, 휴지(休止)"
파생어,Day 63,recession,"불경기, 불황"
표제어,Day 63,lure,"유혹하다, 유인하다; 유혹물, 매력"
표제어,Day 63,metabolism,신진대사
파생어,Day 63,metabolize,신진대사 시키다
표제어,Day 63,refrain,"억제하다, 삼가다"
파생어,Day 63,refrain from v-ing,"~하는 것을 삼가다, 자제하다"
표제어,Day 63,penetrate,"관통하다, 꿰뚫다, 투과하다"
파생어,Day 63,penetrating,"꿰뚫는, 관통하는"
파생어,Day 63,penetration,관통
표제어,Day 63,intrigue,호기심을 자극하다; 음모를 꾸미다; 음모
표제어,Day 64,nuisance,귀찮은 것[사람]
표제어,Day 64,anonymous,익명의; 작자 불명의
파생어,Day 64,anonymously,익명으로
파생어,Day 64,anonymity,익명(성)
표제어,Day 64,nurture,양육하다; 양성하다; 교육
파생어,Day 64,nurturer,양육하는 사람
표제어,Day 64,sermon,설교
파생어,Day 64,sermonize,"설교하다, 잔소리하다"
파생어,Day 64,give[deliver] a sermon,설교하다
표제어,Day 64,chore,"허드렛일, 잡일"
표제어,Day 64,peasant,소작농
표제어,Day 64,clash,"충돌, 대립; 충돌하다, 대립하다"
표제어,Day 64,linear,"(직)선의, 선 모양의; 길이와 관계하는"
표제어,Day 64,sweep,"청소하다, 쓸다; 몰아가다"
표제어,Day 64,coherent,"일관성 있는, 논리적인"
파생어,Day 64,coherence,일관성
표제어,Day 64,crude,"천연 그대로의, 가공하지 않은; 조잡한"
표제어,Day 64,insane,"미친, 정신 이상의"
표제어,Day 64,spontaneous,자발적인; 즉흥적인
파생어,Day 64,spontaneity,자발성; 자연 발생
파생어,Day 64,spontaneously,자발적으로; 즉흥적으로
표제어,Day 64,sphere,"구(체); 범위, 분야, 영역"
표제어,Day 64,hierarchy,"계급제(도), 계층제, 서열"
파생어,Day 64,hierarchical,계층제(계급제)의
표제어,Day 64,perpetually,"영원히, 불후하게"
파생어,Day 64,perpetual,"영원한, 끊임없는"
파생어,Day 64,perpetuity,"영속, 영존(永存)"
표제어,Day 64,endorse,"지지하다; 기입하다, 서명하다"
파생어,Day 64,endorsement,지지; 보증
표제어,Day 64,swap,"교환하다, 바꾸다; 교환(품)"
표제어,Day 64,maze,"미궁, 미로; 혼란"
표제어,Day 64,artifact,(문화) 유물
표제어,Day 64,ferment,"발효시키다; 불안, 정치적 동요"
파생어,Day 64,fermentation,발효 (작용)
표제어,Day 64,stitch,"한 바늘, 한 땀; 꿰매어 깁다"
표제어,Day 64,forge,구축하다; 위조하다
표제어,Day 64,formulate,고안하다; 명확히 나타내다
파생어,Day 64,formulation,공식화; 명확한 표현
파생어,Day 64,formula,방식; 공식
표제어,Day 64,grotesque,그로테스크 풍의; 기괴한; 기괴한 것
표제어,Day 65,furnish,"(가구를) 비치하다; 제공하다, 공급하다"
파생어,Day 65,furnished,가구가 비치된
표제어,Day 65,scorn,"경멸하다, 비웃다; 경멸, 모욕"
표제어,Day 65,renovate,"수리하다, 새것으로 만들다"
파생어,Day 65,renovation,수리
표제어,Day 65,infrastructure,기반 시설
파생어,Day 65,build infrastructure,기반 시설을 구축하다
표제어,Day 65,notorious,악명 높은
파생어,Day 65,notoriously,악명 높게
표제어,Day 65,diffuse,발산하다; 보급하다[보급되다]
파생어,Day 65,diffusion,"발산, 보급"
표제어,Day 65,rite,"의식, 의례"
파생어,Day 65,ritual,의식; 의식의
표제어,Day 65,replicate,"복제하다, 모사하다; 자기 복제를 하다"
표제어,Day 65,lateral,"측면의, 옆의, 옆을 향한"
표제어,Day 65,cling,달라붙다; 고집하다
표제어,Day 65,discrete,"분리된, 별개의"
표제어,Day 65,depict,"그리다, 묘사하다"
파생어,Day 65,depiction,"묘사, 서술"
파생어,Day 65,depictive,"묘사적인, 서술적인"
표제어,Day 65,molecular,분자의
파생어,Day 65,molecule,분자
표제어,Day 65,optical,광학의
파생어,Day 65,optic,눈의
표제어,Day 65,paddle,노; 노를 저어 나아가다
표제어,Day 65,magnetic,"자석의, 자성을 띤"
파생어,Day 65,magnet,자석
파생어,Day 65,magnetize,자기를 띠게 하다
표제어,Day 65,endow,"(돈 등을) 기부하다; (재능·권리 등을) 주다, 부여하다"
파생어,Day 65,endow A with B,A에게 B(자질 등)가 있다고 생각하다
표제어,Day 65,ornament,장식품; 장식; 장식하다
파생어,Day 65,ornamental,"장식용의, 장식적인"
표제어,Day 65,preach,"전도하다, 설교하다"
파생어,Day 65,preacher,"전도사, 설교자, 목사"
표제어,Day 65,allocate,"할당하다, 배분하다"
파생어,Day 65,allocate A to B,B에게 A를 할당하다
표제어,Day 65,allot,"할당하다, 분배하다"
파생어,Day 65,allotment,"할당, 분배"
표제어,Day 65,prone,~하기 쉬운; (납작) 엎드린
표제어,Day 65,flatter,"아첨하다, 비위 맞추다"
파생어,Day 65,flattery,"아첨, 아부"
표제어,Day 65,malfunction,"고장, 기능 부전; 제 기능을 발휘하지 않다"
표제어,Day 65,mandate,"위임 통치; 위임, 권한; 통치를 위임하다; (~하도록) 명령하다"
표제어,Day 66,surplus,"나머지, 여분; 나머지의"
표제어,Day 66,speculate,사색하다; 추측하다; (주식· 토지 등에) 투기하다
파생어,Day 66,speculate about,"(~에 대하여) 사색하다, 추측하다"
표제어,Day 66,sober,술에 취하지 않은; 분별 있는; 술이 깨다; 진지해지다
파생어,Day 66,sobriety,취하지 않은 상태; 진지함
표제어,Day 66,conservatory,온실
표제어,Day 66,fabulous,"굉장한, 멋진"
파생어,Day 66,fabulously,"엄청나게, 놀랄 만큼"
표제어,Day 66,pledge,"서약, 공약; 담보; 서약하다"
표제어,Day 66,retrieve,"되찾다, 만회하다"
파생어,Day 66,retrieval,"회복, 만회"
표제어,Day 66,grant,"주다, 수여하다; 인정하다; 보조금"
파생어,Day 66,take ~ for granted,~을 당연한 일로 생각하다
표제어,Day 66,scramble,기어오르다; 바삐 서둘러 하다
표제어,Day 66,spiral,나선형의; 나선; 나선꼴로 움직이다
표제어,Day 66,collide,"충돌하다, 부딪치다; 일치하지 않다"
파생어,Day 66,collision,충돌
표제어,Day 66,drawback,"장애, 방해, 결점, 불리"
표제어,Day 66,reluctant,"(마음이) 내키지 않는, 꺼리는"
파생어,Day 66,reluctantly,"마지못해, 싫어하며"
파생어,Day 66,reluctance,"싫음, 마음 내키지 않음"
표제어,Day 66,plunge,"뛰어들다, 곤두박질치다, 추락하다"
표제어,Day 66,subdue,"(나라·국민 등을) 정복하다, 진압하다; 복종시키다; (감정·충동 등을) 억누르다"
표제어,Day 66,steer,조종하다
표제어,Day 66,pastoral,"전원생활의, 시골의; 목사(직무)의"
표제어,Day 66,ransom,"몸값, 배상금; (배상금을 치르고) 되찾다"
파생어,Day 66,hold ~ for ransom,~을 인질로 해서 몸값을 요구하다
표제어,Day 66,summon,소환하다; (의회 등을) 소집하다
표제어,Day 66,flourish,"번창하다, 번성하다; 건강하다"
표제어,Day 66,fabric,"직물, 천; (사회·건물 등의) 구조"
파생어,Day 66,fabricate,날조하다; 제작하다
표제어,Day 66,vegetation,"식물, 초목"
표제어,Day 66,maternity,"어머니임, 모성; 임산부의"
표제어,Day 66,drowsy,"졸리는, 나른한"
파생어,Day 66,drowsiness,졸음
표제어,Day 66,rusty,"녹슨, 녹에서 생긴"
파생어,Day 66,rust,녹; 녹슬다
표제어,Day 67,soar,"급등하다; 날아오르다, 하늘 높이 날다"
표제어,Day 67,stack,"더미, 무더기; 쌓아 올리다"
표제어,Day 67,hypothesize,"가설을 세우다, 가정하다"
파생어,Day 67,hypothesis,"가설, 가정"
표제어,Day 67,impoverish,"가난하게 하다, 피폐하게 하다; 저하시키다"
파생어,Day 67,impoverished,"빈곤한, 가난해진"
표제어,Day 67,dwell,"살다, 거주하다"
파생어,Day 67,dwell on[upon],깊이 생각하다
파생어,Day 67,dweller,"거주자, 주민"
표제어,Day 67,shelter,"피난처, 은신처; 보호하다; 피하다"
파생어,Day 67,sheltered,보호받고 있는
표제어,Day 67,priest,"성직자, 목사"
파생어,Day 67,priestly,"성직자의, 사제의"
표제어,Day 67,supplement,"보완하다; 보완, 보충"
파생어,Day 67,supplementary,"보충하는, 추가의"
표제어,Day 67,vein,정맥
표제어,Day 67,regime,정치 제도; 정권; 사회 제도
표제어,Day 67,splash,"(물 등이) 튀다, 튀기다; 튀기기, 튀기는 소리"
파생어,Day 67,splashy,눈에 확 띄는
표제어,Day 67,derive,"얻다, 끌어내다; (~에서) 비롯되다, 나오다"
파생어,Day 67,derivative,유도된; 파생어[물]
파생어,Day 67,derivation,어원
표제어,Day 67,stereotype,고정 관념
표제어,Day 67,toll,사용세; 사상자 수; 종소리; 종을 쳐서 알리다
파생어,Day 67,death toll,사망자 수
표제어,Day 67,vendor,"행상인, 노점 상인"
표제어,Day 67,mumble,중얼거림; 중얼중얼 말하다
표제어,Day 67,swirl,소용돌이치다; 소용돌이
표제어,Day 67,contemplate,심사숙고하다; 응시하다; 예상하다
파생어,Day 67,contemplation,숙고; 응시
파생어,Day 67,contemplative,숙고하는
표제어,Day 67,rigid,굳은; 고정된; 엄격한
파생어,Day 67,rigidity,"단단함, 경직; 엄격"
표제어,Day 67,compartment,"구획, 칸막이; 칸막이 객실"
표제어,Day 67,congestion,"밀집, 혼잡"
표제어,Day 67,stride,성큼성큼 걷다
표제어,Day 67,inward,"안으로; 안의, 내부의"
표제어,Day 67,affluent,"부유한, 유복한"
파생어,Day 67,affluently,부유하게
파생어,Day 67,affluence,"풍족, 유복"
표제어,Day 67,tease,"괴롭히다, 놀리다"
표제어,Day 68,blaze,불길; 밝게 타다; 빛나다
파생어,Day 68,blazing,타는 듯이 더운; 맹렬한
표제어,Day 68,weave,"(천을) 짜다, 엮다; 짜기, 엮는 법"
파생어,Day 68,weaver,"베 짜는 사람, 직공(織工)"
표제어,Day 68,immerse,"담그다, 적시다; 열중[몰두]시키다"
파생어,Day 68,immersion,"담금; 열중, 몰두"
표제어,Day 68,arbitrary,"임의의, 제멋대로의; 독단적인"
표제어,Day 68,retrospect,"회상, 추억"
파생어,Day 68,in retrospect,돌이켜보면
표제어,Day 68,acoustic,"청각의; 음의, 음향의"
표제어,Day 68,hive,"벌통, 벌집; 발진, 두드러기; 붐비는 장소"
표제어,Day 68,crush,눌러 부수다; 가루로 만들다
표제어,Day 68,integral,"없어서는 안 될, 필수의; 통합된, 완전한"
표제어,Day 68,righteous,옳은; 정당한; 정의로운
표제어,Day 68,ragged,누더기의; 초라한
파생어,Day 68,rag,"넝마, 누더기"
표제어,Day 68,nomad,유목민
파생어,Day 68,nomadic,"유목의, 방랑의"
표제어,Day 68,frown,눈살을 찌푸리다; 찌푸린 얼굴
표제어,Day 68,foster,"육성하다, 촉진하다; 양육하다"
표제어,Day 68,ubiquitous,(동시에) 어디에나 있는
표제어,Day 68,monk,수도사
표제어,Day 68,stake,"말뚝, 막대기; 내기; 이해관계"
파생어,Day 68,at stake,"위태로운, 성패가 달린"
파생어,Day 68,have a stake in,~에 이해관계에 있다
표제어,Day 68,illusion,"환각, 환영; 착각"
파생어,Day 68,illusionist,마술사
파생어,Day 68,illusory,"착각을 일으키는, 현혹시키는"
표제어,Day 68,delude,"속이다, 착각하게 하다"
파생어,Day 68,delusion,"망상; 착각, 오해"
파생어,Day 68,delude A into v-ing,A를 속여 ~시키다
표제어,Day 68,tilt,"기울(이)다, 경사지게 하다"
표제어,Day 68,discreet,분별 있는; 신중한; 조심스러운
표제어,Day 68,by-product,부산물; 부차적 결과
표제어,Day 68,texture,"조직, 구성; 결, 감촉"
파생어,Day 68,textural,"조직상의, 피륙의"
표제어,Day 68,cradle,"요람, 유아용 침대"
파생어,Day 68,from (the) cradle to (the) grave,"요람에서 무덤까지, 일생 동안"
표제어,Day 68,clutch,"꽉 잡다, 부여잡다"
표제어,Day 69,tenant,"임차인, 차용자, 소작인"
파생어,Day 69,tenancy,차용 (기간)
표제어,Day 69,coexist,"동시에 존재하다, 공존하다"
파생어,Day 69,coexistence,공존
표제어,Day 69,legitimate,"합법적인, 정당한; 진짜의"
표제어,Day 69,insulate,"절연[단열, 방음]하다; 고립시키다"
파생어,Day 69,insulation,"절연[단열, 방음] 재료"
표제어,Day 69,console,"위로하다, 힘내게 하다"
파생어,Day 69,consolation,"위로, 위안(이 되는 것)"
파생어,Day 69,consolatory,위로하기 위한
표제어,Day 69,cope,잘 처리하다
표제어,Day 69,taboo,금기; 금기의
표제어,Day 69,domestic,국내의; 가정 내의; (동물이) 길든
파생어,Day 69,domesticate,(동물을) 길들이다
표제어,Day 69,shatter,산산이 부수다; 파괴하다
파생어,Day 69,shattering,엄청나게 충격적인
표제어,Day 69,flock,"떼, 무리; 모이다, 떼를 지어 가다"
표제어,Day 69,criterion,"표준, 기준, 척도"
표제어,Day 69,deficit,"부족(액), 적자"
표제어,Day 69,basin,대야; 세면대
표제어,Day 69,loop,"고리, 올가미; 고리로 만들다"
표제어,Day 69,cuisine,(특별한) 요리(법)
표제어,Day 69,disperse,"흩어지게 하다, 분산시키다; 뿌리다"
파생어,Day 69,dispersion,"확산, 분산"
표제어,Day 69,trim,"다듬다, 정돈하다; 잘 정돈된; 정돈(된 상태)"
표제어,Day 69,parallel,평행의; 유사한; 유사; ~와 유사하다
표제어,Day 69,haunt,(유령 등이) 출몰하다; 끊임없이 떠오르다; 자주 가는 곳
표제어,Day 69,sake,"동기, 이익, 목적"
파생어,Day 69,for one’s sake,~을 위해서
파생어,Day 69,for the sake of,"~ 때문에, ~을 위해서"
표제어,Day 69,inborn,"타고난, 선천적인"
표제어,Day 69,rage,"격노, 분노; 격노하다"
파생어,Day 69,raging,"극심한, 격렬한"
표제어,Day 69,drift,표류; 퇴적물; 일반적인 경향; 떠돌다; 방황하다
